SAMPLE	PWY_NAME	PWY_COMMON_NAME	NUM_REACTIONS	NUM_COVERED_REACTIONS	ORF_COUNT	WTD	OBSERVED	EXPECTED	ORFS
CENS	CITRULBIO-PWY	"L-citrulline biosynthesis"	8	6	149	-1.99999237061	root (1)	Mammalia (40674)	[O_31756_0,O_16909_0,O_70907_1,O_1275_3,O_1747_0,O_97927_0,O_57126_0,O_27436_0,O_2097_1,O_86636_0,O_1745_0,O_30842_0,O_54404_1,O_7408_3,O_27567_1,O_27567_0,O_51185_0,O_96630_0,O_13823_0,O_29891_0,O_84665_0,O_3869_1,O_16164_0,O_77033_0,O_5613_0,O_90386_0,O_45608_0,O_69620_1,O_85077_0,O_48590_0,O_13768_0,O_46923_0,O_51286_0,O_26368_0,O_71967_8,O_69408_1,O_85985_0,O_55593_1,O_18947_0,O_40665_1,O_36528_1,O_71175_2,O_81144_0,O_81144_1,O_49411_1,O_66803_0,O_16772_1,O_31755_0,O_6605_0,O_95023_0,O_3798_0,O_21560_0,O_60113_0,O_76513_21,O_41363_0,O_52025_0,O_6652_0,O_9867_0,O_37400_3,O_17932_1,O_42056_0,O_46201_0,O_56041_0,O_71644_1,O_25105_0,O_28592_1,O_28592_3,O_90666_0,O_37418_0,O_42659_0,O_33673_0,O_91033_0,O_73503_1,O_74625_0,O_1276_0,O_18235_1,O_52472_0,O_6937_0,O_24975_5,O_12596_0,O_23403_0,O_82272_0,O_69285_0,O_7996_0,O_64859_0,O_71908_1,O_75720_2,O_67674_0,O_3153_0,O_46010_1,O_22704_0,O_43030_0,O_49201_0,O_12594_0,O_25023_0,O_62869_0,O_64873_0,O_24127_0,O_78318_0,O_41338_1,O_41338_0,O_71628_0,O_13954_0,O_28874_2,O_55842_0,O_66532_0,O_75721_0,O_54320_0,O_72385_0,O_88236_0,O_63481_0,O_94410_0,O_83984_0,O_6936_0,O_3114_0,O_95035_0,O_76444_0,O_1746_0,O_6757_0,O_79322_0,O_22201_1,O_97810_0,O_12595_0,O_64952_0,O_29303_0,O_3742_1,O_15434_0,O_78663_0,O_72062_0,O_8186_0,O_90091_1,O_80460_0,O_13333_5,O_52215_1,O_6738_0,O_185_0,O_91450_0,O_64294_0,O_6651_5,O_81177_0,O_86714_0,O_3783_0,O_12593_1,O_35751_1,O_20067_0,O_1318_1,O_96627_0,O_69683_0,O_19589_1]
CENS	PWY-5381	"pyridine nucleotide cycling (plants)"	11	6	25	-1.75	root (1)	Viridiplantae (33090)	[O_1957_0,O_12034_0,O_49388_1,O_1275_2,O_24893_0,O_30078_3,O_98308_0,O_37019_0,O_62042_0,O_67050_3,O_32_8,O_59154_0,O_1317_0,O_76409_0,O_13070_6,O_8545_2,O_71644_0,O_71873_2,O_79171_0,O_28074_3,O_45946_1,O_20776_0,O_18800_31,O_72728_0,O_4216_3]
CENS	PWY-6342	"noradrenaline and adrenaline degradation"	13	8	24	-1.998046875	root (1)	Vertebrata (7742)	[O_67688_0,O_48100_2,O_66635_0,O_19412_0,O_51982_1,O_58812_1,O_37937_0,O_96668_0,O_27243_0,O_56436_0,O_92517_0,O_2488_1,O_90309_0,O_4960_8,O_8066_2,O_53679_0,O_14018_0,O_551_0,O_8006_3,O_48445_1,O_15933_1,O_9223_1,O_50234_0,O_26209_0]
CENS	PWY-6344	"L-ornithine degradation II (Stickland reaction)"	9	3	15	-1.75	root (1)	Thermotogae <phylum> (200918)	[O_40087_0,O_33673_0,O_62651_0,O_7594_0,O_66595_0,O_17631_1,O_44850_1,O_5602_0,O_28592_2,O_23115_2,O_74347_0,O_65426_0,O_89523_1,O_9148_0,O_69408_0]
CENS	PWY-5386	"methylglyoxal degradation I"	3	2	5	-1.5	root (1)	Bacteria (2)	[O_65067_0,O_4216_7,O_62547_1,O_75926_1,O_66008_0]
CENS	PWY-6348	"phosphate acquisition"	1	1	4	-1.5	root (1)	Eukaryota (2759)	[O_28917_0,O_58443_0,O_54042_0,O_37937_2]
CENS	PWY-5837	"1,4-dihydroxy-2-naphthoate biosynthesis"	7	3	5	-1.5	root (1)	Bacteria (2)	[O_21982_0,O_5169_2,O_86944_0,O_9985_0,O_56110_0]
CENS	PWY-5834	"CDP-tyvelose biosynthesis"	2	1	1	-1.9375	root (1)	Enterobacteriales (91347)	[O_85015_0]
CENS	GALLATE-DEGRADATION-II-PWY	"gallate degradation I"	4	2	3	-1.5	root (1)	Bacteria (2)	[O_77614_19,O_77614_18,O_77614_13]
CENS	MALATE-ASPARTATE-SHUTTLE-PWY	"L-aspartate degradation II"	2	2	24	-1.875	root (1)	Metazoa (33208)	[O_79684_0,O_36549_0,O_53620_0,O_16019_0,O_38935_0,O_23130_2,O_60909_1,O_35084_0,O_45138_0,O_27904_0,O_86390_0,O_86206_0,O_25406_0,O_89384_0,O_92207_0,O_86172_1,O_9072_0,O_35454_1,O_4712_1,O_27542_2,O_43479_1,O_14377_1,O_40465_1,O_2818_0]
CENS	PWY-1801	"formaldehyde oxidation II (glutathione-dependent)"	3	2	10	-1.5	root (1)	Eukaryota (2759)	[O_22577_4,O_80833_0,O_56998_0,O_81333_0,O_62274_0,O_22364_0,O_52940_2,O_86225_0,O_3966_1,O_15224_1]
CENS	P562-PWY	"myo-inositol degradation I"	7	2	2	-1.5	root (1)	Bacteria (2)	[O_2081_0,O_93751_1]
CENS	LACTOSEUTIL-PWY	"lactose degradation II"	3	1	1	-1.75	root (1)	Proteobacteria (1224)	[O_78665_0]
CENS	CYSTSYN-PWY	"L-cysteine biosynthesis I"	2	2	22	-1.5	root (1)	Archaea (2157)	[O_45233_1,O_86519_0,O_86096_0,O_73953_0,O_78526_1,O_29341_1,O_22712_1,O_53385_0,O_3824_1,O_85786_0,O_31987_2,O_26439_1,O_27005_0,O_2893_0,O_37076_1,O_78150_0,O_29389_1,O_77723_2,O_52467_1,O_52467_2,O_99350_0,O_7615_1]
CENS	PWY-5	"canavanine biosynthesis"	4	3	20	-1.99999237061	root (1)	Fabaceae (3803)	[O_69394_0,O_26789_0,O_20067_0,O_52024_0,O_93188_0,O_76257_1,O_58640_0,O_8084_1,O_91450_0,O_8084_2,O_90091_1,O_7645_2,O_7810_1,O_37777_0,O_8085_0,O_64952_0,O_14780_1,O_27631_0,O_17043_1,O_42301_0]
CENS	PWY-0	"putrescine degradation III"	4	2	11	-1.99999237061	root (1)	Mammalia (40674)	[O_14018_0,O_551_0,O_51982_1,O_48445_1,O_90309_0,O_58812_1,O_4960_8,O_8066_2,O_26209_0,O_66635_0,O_19412_0]
CENS	PYRUVDEHYD-PWY	"pyruvate decarboxylation to acetyl CoA"	3	3	35	-1.5	root (1)	Archaea (2157)	[O_76136_1,O_30321_1,O_1608_3,O_13834_0,O_26589_0,O_96543_0,O_86635_0,O_58135_0,O_38704_0,O_44225_1,O_75873_1,O_62033_0,O_76137_1,O_25385_0,O_76137_0,O_9622_6,O_5871_0,O_76136_0,O_57618_1,O_88320_0,O_9622_5,O_71162_2,O_82877_0,O_8818_3,O_32050_0,O_94683_0,O_38352_0,O_12622_1,O_9116_0,O_99801_1,O_39441_0,O_12623_0,O_77013_1,O_84080_0,O_84553_0]
CENS	PWY-6769	"rhamnogalacturonan type I degradation I (fungi)"	6	2	1	-1.875	root (1)	Fungi (4751)	[O_2157_0]
CENS	PWY0-1561	"glycerol-3-phosphate to cytochrome bo oxidase electron transfer"	2	2	6	-1.5	root (1)	Bacteria (2)	[O_17765_1,O_29795_3,O_72874_1,O_28005_0,O_26750_0,O_75389_2]
CENS	BGALACT-PWY	"lactose degradation III"	1	1	1	-1.5	root (1)	Bacteria (2)	[O_78665_0]
CENS	GLUTATHIONESYN-PWY	"glutathione biosynthesis"	2	2	20	-1.5	root (1)	Bacteria (2)	[O_50456_0,O_54517_0,O_11363_1,O_91242_0,O_8563_5,O_48963_0,O_49648_0,O_66888_0,O_19410_0,O_96484_0,O_16544_0,O_13402_1,O_73553_2,O_36423_2,O_54516_1,O_60710_0,O_41112_1,O_10492_1,O_7481_2,O_24037_0]
CENS	PWY-5981	"CDP-diacylglycerol biosynthesis III"	5	4	19	-1.5	root (1)	Bacteria (2)	[O_13511_1,O_69698_0,O_94800_0,O_99084_0,O_69267_1,O_12033_1,O_24628_3,O_99132_1,O_53890_0,O_62168_0,O_19808_0,O_28644_0,O_7527_0,O_46789_0,O_8123_0,O_28814_1,O_92953_1,O_48660_0,O_99083_2]
CENS	ASPARAGINE-BIOSYNTHESIS	"L-asparagine biosynthesis I"	1	1	24	-1.5	root (1)	Bacteria (2)	[O_55593_1,O_18947_0,O_97927_0,O_7408_3,O_75721_0,O_45608_0,O_75720_2,O_46010_1,O_30842_0,O_3742_1,O_13333_5,O_52215_1,O_78318_0,O_25105_0,O_66532_0,O_72385_0,O_88236_0,O_73503_1,O_74625_0,O_95035_0,O_71967_8,O_3114_0,O_18235_1,O_66803_0]
CENS	PWY-6695	"oxalate degradation II"	3	1	2	-1.5	root (1)	Bacteria (2)	[O_44273_0,O_40749_0]
CENS	PWY-6518	"glycocholate metabolism (bacteria)"	7	2	3	-1.5	root (1)	Bacteria (2)	[O_67503_0,O_67349_0,O_37564_0]
CENS	PWY-3781	"aerobic respiration I (cytochrome c)"	4	4	239	-1.5	root (1)	Bacteria (2)	[O_70391_1,O_81381_1,O_66448_1,O_73388_0,O_55655_0,O_35951_1,O_71153_0,O_35645_1,O_70391_2,O_54318_0,O_48055_0,O_48055_1,O_48055_3,O_39714_0,O_81973_1,O_7918_1,O_13653_0,O_73387_0,O_52559_1,O_47704_1,O_39655_0,O_30092_0,O_45516_1,O_52325_3,O_4296_19,O_30852_0,O_39877_1,O_25017_0,O_41275_0,O_4055_0,O_3201_1,O_3201_0,O_12896_0,O_41514_0,O_95623_0,O_6736_1,O_6736_0,O_6736_3,O_6736_2,O_6736_5,O_6736_4,O_81848_0,O_4508_2,O_4508_3,O_4508_0,O_4508_4,O_4508_5,O_45739_0,O_38630_2,O_53335_0,O_38630_0,O_57854_0,O_21244_1,O_21244_0,O_63278_0,O_57532_0,O_29795_1,O_58262_1,O_58262_0,O_7787_0,O_65798_0,O_68807_0,O_70992_0,O_4824_1,O_4824_0,O_24182_0,O_25874_3,O_16532_3,O_85029_0,O_30447_0,O_19154_0,O_52896_0,O_19154_1,O_28047_2,O_20561_0,O_52558_2,O_52558_1,O_52558_0,O_27337_0,O_27797_0,O_81677_0,O_7787_1,O_4856_6,O_9199_2,O_3200_1,O_82970_0,O_39168_0,O_4856_8,O_4856_9,O_81677_1,O_14217_0,O_31130_0,O_31130_1,O_37088_0,O_21825_0,O_68593_1,O_68593_0,O_89751_1,O_95662_0,O_85195_0,O_10823_0,O_71041_2,O_36920_0,O_10028_0,O_14455_2,O_10028_2,O_21245_0,O_4507_8,O_95365_0,O_21826_0,O_5122_8,O_4507_1,O_4507_0,O_4507_3,O_52542_1,O_4507_5,O_4507_4,O_4507_7,O_4507_6,O_58855_0,O_91308_1,O_98071_0,O_6372_0,O_6372_2,O_4823_2,O_9743_0,O_33482_1,O_62137_1,O_93816_0,O_7436_0,O_9465_0,O_46873_0,O_44765_0,O_44765_1,O_9275_1,O_59680_1,O_14823_2,O_14823_0,O_21827_2,O_84734_0,O_80255_0,O_19794_0,O_19794_1,O_72064_0,O_28123_1,O_7235_0,O_41608_1,O_91172_0,O_25017_2,O_6893_0,O_88329_0,O_65683_0,O_61783_4,O_61783_3,O_61783_2,O_65825_0,O_5077_0,O_76467_1,O_71433_0,O_71433_1,O_71433_2,O_74318_1,O_74318_0,O_66075_0,O_24701_1,O_21327_1,O_68842_0,O_56659_0,O_63277_1,O_63277_0,O_28123_0,O_71041_0,O_87013_0,O_29252_0,O_29252_1,O_4507_2,O_289_1,O_56529_0,O_29795_2,O_8562_0,O_8562_1,O_53583_0,O_17332_0,O_38694_0,O_8526_0,O_8526_1,O_36589_4,O_8209_0,O_36589_2,O_36589_1,O_69633_0,O_37753_1,O_37753_0,O_34783_0,O_45517_0,O_8209_1,O_67057_1,O_7634_0,O_66041_0,O_40864_0,O_17331_0,O_61869_2,O_2010_2,O_2010_3,O_80251_1,O_57129_0,O_3200_0,O_80024_1,O_3200_2,O_53150_0,O_53150_1,O_53150_2,O_76974_2,O_76974_1,O_76974_0,O_66948_0,O_48266_0,O_48266_1,O_48266_2,O_10824_0,O_14456_0,O_14456_1,O_32339_1,O_32339_2,O_15041_2,O_71349_8,O_54398_1,O_58086_1,O_58086_0,O_97952_0,O_34136_1,O_19153_1,O_19153_0,O_87265_0,O_73023_0,O_10587_0,O_87242_0,O_66023_1,O_66023_0]
CENS	PHESYN	"L-phenylalanine biosynthesis I"	3	3	22	-1.5	root (1)	Archaea (2157)	[O_39904_2,O_7481_3,O_34359_4,O_45138_0,O_468_5,O_10078_5,O_1364_0,O_46700_1,O_16672_8,O_5640_1,O_95982_1,O_57748_0,O_44842_1,O_62437_1,O_1892_2,O_75702_1,O_29508_1,O_26819_1,O_18868_2,O_36980_0,O_39888_1,O_32095_1]
CENS	PWY-7185	"UTP and CTP dephosphorylation I"	5	3	13	-1.5	root (1)	Archaea (2157)	[O_37019_0,O_67050_3,O_71628_0,O_1317_0,O_6738_0,O_49411_1,O_19589_1,O_64294_0,O_2097_1,O_97744_0,O_13823_0,O_17932_1,O_52025_0]
CENS	PWY-7184	"pyrimidine deoxyribonucleotides de novo biosynthesis I"	9	9	661	-1.5	root (1)	Archaea (2157)	[O_49993_8,O_15752_2,O_62141_0,O_11549_16,O_22058_0,O_56351_0,O_2783_1,O_13398_3,O_13398_0,O_10918_0,O_36894_0,O_36894_1,O_17618_0,O_75938_3,O_52205_0,O_25491_5,O_54184_1,O_33591_3,O_74556_0,O_22584_2,O_63662_0,O_82096_0,O_77539_2,O_49993_0,O_10055_2,O_5008_0,O_83766_1,O_14342_0,O_38158_3,O_5953_0,O_94955_2,O_95559_0,O_21363_0,O_85183_0,O_57518_1,O_15457_2,O_99559_0,O_97036_0,O_10039_4,O_23581_0,O_44671_0,O_17618_2,O_32374_1,O_65476_0,O_59205_0,O_27474_0,O_3806_0,O_58044_1,O_45989_1,O_1563_3,O_39062_3,O_46832_0,O_8853_2,O_16537_0,O_11068_2,O_50078_0,O_20156_0,O_57950_0,O_48482_1,O_18355_0,O_59128_8,O_29986_1,O_96846_0,O_59437_0,O_49575_0,O_48480_3,O_88527_0,O_82340_0,O_1741_4,O_52249_1,O_15402_4,O_19329_0,O_8518_0,O_46033_0,O_7568_2,O_61026_2,O_75571_0,O_75150_0,O_24636_0,O_11489_0,O_11521_3,O_15361_0,O_81756_0,O_16950_1,O_20768_0,O_35657_0,O_66376_0,O_35074_0,O_83014_2,O_42460_2,O_93198_0,O_7314_0,O_66849_0,O_41463_0,O_10118_0,O_59711_0,O_26870_4,O_47818_0,O_35184_1,O_74914_0,O_8582_9,O_74756_1,O_74756_0,O_11316_3,O_11436_0,O_77858_0,O_56046_1,O_56046_0,O_70417_1,O_18058_2,O_70417_0,O_44939_2,O_44939_1,O_65490_0,O_46884_0,O_51076_1,O_57513_2,O_30200_0,O_69256_0,O_91449_0,O_13198_0,O_11807_3,O_20212_0,O_36806_47,O_72651_0,O_74438_1,O_52206_3,O_30652_0,O_74555_0,O_32258_0,O_28252_0,O_35784_1,O_35784_0,O_94837_1,O_94837_0,O_70857_0,O_70857_1,O_36895_0,O_40264_0,O_40264_1,O_59387_0,O_59387_1,O_19532_0,O_34620_0,O_90154_0,O_35786_1,O_72650_2,O_83603_0,O_71674_1,O_30738_0,O_25213_0,O_7375_0,O_6573_3,O_68840_13,O_57519_0,O_88220_0,O_2360_1,O_41386_2,O_36530_0,O_31425_6,O_10948_0,O_4389_2,O_27473_1,O_23380_0,O_62142_0,O_37898_4,O_16365_0,O_15612_0,O_53644_0,O_72261_0,O_91022_0,O_11519_0,O_19596_0,O_34645_0,O_87998_0,O_27733_0,O_55839_2,O_16521_1,O_30791_0,O_9843_1,O_9117_6,O_23427_0,O_23427_1,O_42511_0,O_88024_0,O_67121_0,O_89330_0,O_29848_26,O_45056_4,O_29848_27,O_63079_1,O_64663_0,O_57182_1,O_81037_0,O_57762_0,O_18964_4,O_76607_0,O_60764_6,O_66821_0,O_96435_2,O_92198_1,O_41537_0,O_76774_0,O_10846_0,O_48619_0,O_49455_0,O_1087_0,O_16892_1,O_58523_1,O_2837_0,O_81031_0,O_17277_0,O_89226_0,O_62958_0,O_51279_0,O_85648_1,O_91726_0,O_43321_2,O_88691_0,O_7093_1,O_57837_0,O_57837_1,O_8866_0,O_26757_1,O_6452_40,O_38796_0,O_75214_0,O_65907_4,O_65907_6,O_21267_5,O_53078_0,O_50226_0,O_58101_0,O_5842_0,O_57701_0,O_62541_10,O_9153_0,O_62541_11,O_61465_0,O_38671_0,O_49371_0,O_49371_1,O_6300_0,O_33084_2,O_9578_0,O_51313_2,O_10984_0,O_66600_0,O_23044_0,O_17369_0,O_77681_8,O_95123_0,O_24698_10,O_96513_0,O_44584_1,O_99353_0,O_2656_8,O_25230_1,O_52199_0,O_43297_0,O_37300_5,O_9809_0,O_96976_0,O_72064_1,O_24807_0,O_25685_0,O_47656_1,O_10974_1,O_56056_1,O_20748_0,O_37203_0,O_26826_4,O_20917_7,O_49973_2,O_94795_0,O_67371_2,O_41387_0,O_34398_0,O_68662_0,O_14739_0,O_14739_1,O_31715_4,O_32396_0,O_15752_5,O_10375_0,O_15508_0,O_5008_1,O_49403_0,O_33802_1,O_44542_0,O_75461_0,O_52878_0,O_77811_2,O_9805_0,O_15307_0,O_77811_1,O_5663_1,O_96147_0,O_60790_1,O_44902_1,O_63230_2,O_69000_0,O_82928_1,O_25903_3,O_14339_0,O_40184_1,O_40184_0,O_50304_2,O_42671_7,O_76843_2,O_82171_0,O_18801_4,O_18801_5,O_29194_0,O_28405_0,O_61567_0,O_30646_1,O_30646_0,O_18965_0,O_18965_3,O_42871_1,O_31699_4,O_17799_0,O_12591_0,O_12591_1,O_42444_0,O_54838_1,O_28578_0,O_95588_0,O_91007_0,O_11490_4,O_95580_0,O_2205_0,O_4157_0,O_12005_0,O_78870_0,O_33376_7,O_52643_0,O_56079_0,O_26121_0,O_415_1,O_33376_8,O_13470_2,O_13470_0,O_48911_1,O_141_0,O_63355_0,O_77223_1,O_71940_0,O_19988_1,O_5037_1,O_3987_0,O_47657_0,O_88664_0,O_23741_0,O_50225_0,O_36374_2,O_70984_2,O_34514_0,O_44126_1,O_80382_0,O_26763_0,O_20937_0,O_28392_3,O_49370_0,O_45147_0,O_38496_0,O_61770_0,O_73756_0,O_17480_5,O_32280_0,O_20628_1,O_81984_0,O_76148_0,O_99720_0,O_69810_0,O_7151_1,O_22708_1,O_89307_0,O_22708_3,O_77729_0,O_77729_1,O_42871_2,O_6112_0,O_83919_1,O_639_0,O_5843_0,O_4830_0,O_54440_2,O_51064_0,O_11798_3,O_256_2,O_39937_0,O_9843_0,O_60956_0,O_82655_0,O_48597_3,O_46102_0,O_48697_0,O_41037_2,O_2912_0,O_14461_3,O_34961_0,O_67215_0,O_40311_0,O_17372_2,O_51695_1,O_40358_0,O_9514_11,O_559_0,O_41413_18,O_14462_1,O_14462_0,O_8243_7,O_75460_0,O_75460_1,O_57073_0,O_80173_0,O_99546_0,O_1360_0,O_57177_0,O_74279_0,O_86288_0,O_11380_0,O_97331_1,O_91418_0,O_17095_5,O_20622_0,O_2226_0,O_26624_0,O_54729_0,O_82977_0,O_16584_1,O_72644_0,O_68004_0,O_11874_0,O_4780_0,O_65117_0,O_20754_4,O_1329_0,O_44932_0,O_60729_2,O_30647_0,O_83738_0,O_20919_1,O_44381_3,O_29475_1,O_10218_3,O_10218_0,O_82083_0,O_25634_0,O_67504_0,O_57315_1,O_63626_0,O_88661_0,O_61983_0,O_60600_0,O_70134_0,O_70134_2,O_27178_0,O_44569_3,O_80205_0,O_8582_8,O_36396_0,O_39936_3,O_55545_0,O_50849_0,O_5361_0,O_97055_0,O_78668_0,O_74662_1,O_91432_0,O_24355_0,O_56846_0,O_86871_0,O_35692_0,O_69536_0,O_57257_0,O_57257_1,O_2738_1,O_2738_0,O_26805_0,O_58678_1,O_44369_1,O_15967_1,O_34240_1,O_73605_2,O_73605_1,O_20435_3,O_594_1,O_6113_0,O_11133_1,O_498_6,O_46265_1,O_46265_0,O_29573_2,O_43280_0,O_90930_0,O_75309_0,O_31793_0,O_17761_0,O_17761_1,O_92106_0,O_78875_0,O_82353_0,O_71600_0,O_83873_0,O_46241_1,O_46241_0,O_6299_0,O_43128_0,O_77243_2,O_60765_0,O_32209_1,O_13023_0,O_2446_2,O_2803_0,O_95171_0,O_58102_0,O_15217_9,O_10504_0,O_84525_0,O_83810_0,O_11799_0,O_38960_1,O_75694_1,O_75694_0,O_81843_0,O_16375_1,O_82695_0,O_9132_23,O_9132_22,O_14490_0,O_67169_0,O_64178_5,O_64178_0,O_15888_1,O_52530_1,O_61302_1,O_46513_0,O_48597_0,O_68984_0,O_57634_0,O_38895_1,O_58679_2,O_2119_0,O_49994_1,O_13741_0,O_20753_2,O_69397_2,O_66997_1,O_22540_0,O_66936_0,O_31241_1,O_9141_0,O_50769_1,O_50769_0,O_10056_0,O_54965_0,O_64385_0,O_33663_0,O_26132_0,O_20918_0,O_17095_0,O_80309_0,O_93908_0,O_44598_0,O_38849_0,O_89178_1,O_2899_0,O_22501_0,O_59794_4,O_53251_4,O_57633_0,O_58679_0,O_96694_0,O_38611_2,O_33557_0,O_78900_0,O_5081_0,O_78645_0,O_32461_0,O_85318_0,O_15862_0,O_16536_2,O_69250_0,O_12270_1,O_50848_2,O_19560_0,O_3442_0,O_45940_0,O_25212_10,O_25212_11,O_34163_0,O_76147_2,O_67260_1,O_25491_4,O_49880_1,O_16817_0,O_3440_0,O_42836_0,O_41413_21,O_16299_0,O_6060_2,O_44856_0,O_26448_0,O_28796_0,O_60025_0,O_3008_0,O_74792_0,O_43448_2,O_43281_0,O_57275_0,O_70341_1,O_36391_3,O_36391_0,O_20549_0,O_20549_1,O_75308_1,O_28477_0,O_94437_0,O_57648_0,O_57648_1,O_83686_0,O_1337_1,O_58786_0,O_58786_1,O_13022_4,O_13022_5,O_75743_7,O_17281_0,O_27662_0,O_593_1,O_41528_0,O_81044_0,O_3020_0,O_62387_0,O_47522_1,O_44491_0,O_33080_2,O_18349_2,O_16629_0,O_18193_17,O_49313_1,O_47560_0,O_33936_3,O_33936_0,O_14497_0,O_11311_5,O_11311_6,O_59984_2,O_67106_4,O_93820_0,O_35196_1,O_12895_1,O_69032_0,O_34543_2,O_22689_2,O_20919_0,O_74416_0,O_50182_0]
CENS	PWY-7187	"pyrimidine deoxyribonucleotides de novo biosynthesis II"	7	7	321	-1.5	root (1)	Archaea (2157)	[O_95580_0,O_73300_1,O_30356_0,O_71600_0,O_31263_0,O_51856_0,O_54333_1,O_49993_0,O_91022_0,O_21368_0,O_20558_7,O_1383_0,O_71792_0,O_2425_0,O_71509_1,O_52889_0,O_54786_0,O_36955_0,O_55839_2,O_39495_17,O_59795_0,O_24095_0,O_22058_0,O_7828_17,O_226_4,O_61947_0,O_84540_0,O_75501_0,O_621_3,O_92905_0,O_46447_0,O_18748_0,O_2446_2,O_35184_1,O_2446_0,O_29869_0,O_83766_1,O_15217_9,O_45056_4,O_29688_0,O_44791_0,O_53433_0,O_47721_0,O_32888_3,O_68213_0,O_2912_0,O_70783_6,O_57518_1,O_46561_0,O_51076_1,O_75103_1,O_384_3,O_3726_0,O_60765_0,O_663_0,O_11927_0,O_22153_1,O_54430_0,O_36374_2,O_157_0,O_9117_6,O_50304_2,O_21812_0,O_6775_5,O_51280_2,O_60764_6,O_42653_0,O_28392_3,O_56550_0,O_32374_1,O_71674_1,O_29221_1,O_59813_0,O_15888_1,O_55623_1,O_17480_5,O_50744_0,O_67796_0,O_26234_2,O_42854_1,O_82681_0,O_76774_0,O_52218_0,O_58044_1,O_305_18,O_37610_0,O_77681_8,O_83686_0,O_59439_0,O_74483_15,O_72497_0,O_10498_0,O_16892_1,O_17436_8,O_6988_2,O_15411_1,O_55839_0,O_77562_4,O_78205_0,O_61302_1,O_14881_0,O_81044_0,O_77944_46,O_58332_0,O_59953_0,O_77576_5,O_23290_0,O_43321_2,O_7093_1,O_90595_0,O_97899_1,O_95305_0,O_37302_0,O_33043_0,O_60550_1,O_28606_0,O_44856_0,O_21066_0,O_60442_0,O_8808_5,O_37222_1,O_16462_0,O_70914_2,O_94987_0,O_66392_0,O_28601_0,O_15402_4,O_60398_1,O_62774_2,O_59324_6,O_710_0,O_44381_1,O_57894_1,O_44229_0,O_52231_0,O_70933_0,O_46025_0,O_36829_0,O_23212_0,O_47722_0,O_22055_0,O_56209_2,O_61026_2,O_53251_4,O_50848_2,O_11807_3,O_45989_1,O_41063_6,O_31699_4,O_311_0,O_75913_5,O_4044_0,O_1192_1,O_12073_0,O_69941_0,O_17372_2,O_16217_3,O_17175_0,O_9514_11,O_23380_0,O_62687_0,O_12596_1,O_90653_0,O_4313_7,O_24251_3,O_33217_0,O_10374_0,O_38210_0,O_42045_0,O_50935_0,O_78900_0,O_54698_0,O_92082_0,O_99440_0,O_42382_0,O_83014_2,O_95357_0,O_9381_2,O_28058_13,O_17952_0,O_22584_2,O_23937_0,O_1088_0,O_49745_1,O_15152_1,O_23214_2,O_31392_1,O_25341_0,O_26870_4,O_42995_18,O_2656_8,O_54729_0,O_52509_0,O_20559_0,O_33802_1,O_16584_1,O_26121_0,O_40207_0,O_21267_5,O_38451_0,O_60499_0,O_3199_0,O_93950_0,O_11316_3,O_57993_0,O_80229_0,O_21907_0,O_31732_0,O_46048_1,O_67887_2,O_17041_0,O_67169_0,O_85476_0,O_69676_0,O_6060_2,O_1055_0,O_44381_3,O_25005_0,O_17705_0,O_38189_0,O_35505_1,O_33170_0,O_46024_3,O_74792_0,O_7271_26,O_18571_0,O_67371_2,O_43448_2,O_46514_0,O_30200_0,O_46049_0,O_12072_0,O_61983_0,O_70341_1,O_19532_0,O_10314_0,O_17139_6,O_34620_0,O_10375_0,O_11068_2,O_90219_0,O_95557_0,O_23044_0,O_47965_1,O_50331_0,O_50849_0,O_3876_2,O_35657_0,O_509_0,O_16701_5,O_16925_0,O_39189_6,O_43142_2,O_35027_0,O_30719_0,O_29194_0,O_27587_0,O_16688_1,O_48424_0,O_34037_0,O_52193_0,O_10340_9,O_36620_0,O_59754_0,O_61598_1,O_88537_0,O_71210_0,O_52508_0,O_523_0,O_69000_0,O_86871_0,O_13085_10,O_65651_0,O_64720_0,O_879_14,O_45512_0,O_35506_0,O_83117_0,O_96529_0,O_50924_0,O_78400_0,O_3020_0,O_69397_2,O_44369_1,O_74400_1,O_76843_2,O_34240_1,O_10082_6,O_17069_0,O_33080_2,O_83754_0,O_62631_0,O_98824_0,O_18349_2,O_28405_0,O_92198_1,O_20176_0,O_12246_0,O_13167_2,O_1087_0,O_70774_0,O_11133_1,O_498_6,O_17523_0,O_13485_0,O_498_3,O_59652_1,O_17799_0,O_53402_1,O_1818_0,O_35968_1,O_6479_0,O_27662_0,O_68630_0,O_70333_5,O_82338_0,O_51104_0,O_40168_0,O_29273_0,O_31634_0,O_29686_0]
CENS	PWY-7181	"pyrimidine deoxyribonucleosides degradation"	3	3	12	-1.5	root (1)	Archaea (2157)	[O_53133_0,O_75122_7,O_43881_1,O_56755_0,O_38900_0,O_22945_0,O_52902_0,O_94043_0,O_72869_2,O_4296_38,O_8446_3,O_96753_1]
CENS	PWY-6184	"methylsalicylate degradation"	2	2	1	-1.5	root (1)	Bacteria (2)	[O_11266_0]
CENS	PWY-7183	"pyrimidine nucleobases salvage I"	1	1	3	-1.5	root (1)	Archaea (2157)	[O_64137_0,O_18901_2,O_17052_2]
